## Tue Oct 21 20:08:25 2025
## emapper-2.1.12
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_wruy_nhe/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
lcl|NZ_CM127331.1_prot_WP_014229880.1_1909	571.MC52_26325	1.52e-144	407.0	COG2197@1|root,COG2197@2|Bacteria,1MWHX@1224|Proteobacteria,1RRK0@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Component of the Rcs signaling system, which controls transcription of numerous genes. Binds to DNA to regulate expression of genes	rcsA	GO:0006139,GO:0006351,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0018130,GO:0019438,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576	-	ko:K07781	ko02020,ko02024,ko02026,map02020,map02024,map02026	-	-	-	ko00000,ko00001,ko03000	-	-	-	GerE
lcl|NZ_CM127331.1_prot_WP_162097175.1_1910	571.MC52_26315	2.25e-94	275.0	2C08M@1|root,2ZQUD@2|Bacteria,1RDMY@1224|Proteobacteria,1S41Z@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Lipoprotein	yedD	-	-	-	-	-	-	-	-	-	-	-	YedD
lcl|NZ_CM127331.1_prot_WP_014229878.1_1911	571.MC52_26310	0.0	1049.0	COG0366@1|root,COG0366@2|Bacteria,1MX9V@1224|Proteobacteria,1RP7Z@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Cytoplasmic alpha-amylase	amyA	GO:0003674,GO:0003824,GO:0004553,GO:0004556,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0016160,GO:0016787,GO:0016798,GO:0044424,GO:0044464	3.2.1.1	ko:K01176	ko00500,ko01100,ko04973,map00500,map01100,map04973	-	R02108,R02112,R11262	-	ko00000,ko00001,ko01000	-	GH13	iECH74115_1262.ECH74115_2702,iECSP_1301.ECSP_2532,iECs_1301.ECs2666,iG2583_1286.G2583_2378,iSF_1195.SF1970	Alpha-amylase,Alpha-amylase_C,DUF1939
lcl|NZ_CM127331.1_prot_WP_014229877.1_1912	571.MC52_26305	2.91e-185	515.0	COG0834@1|root,COG0834@2|Bacteria,1MXME@1224|Proteobacteria,1RPQ4@1236|Gammaproteobacteria	1236|Gammaproteobacteria	ET	Belongs to the bacterial solute-binding protein 3 family	fliY	-	-	ko:K02424	ko02010,map02010	M00234	-	-	ko00000,ko00001,ko00002,ko02000,ko02035	3.A.1.3.10,3.A.1.3.14	-	-	SBP_bac_3
lcl|NZ_CM127331.1_prot_WP_085520862.1_1913	571.MC52_26300	3.27e-229	632.0	COG2515@1|root,COG2515@2|Bacteria,1MVYF@1224|Proteobacteria,1RMYP@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	Catalyzes the alpha,beta-elimination reaction of D- cysteine and of several D-cysteine derivatives. It could be a defense mechanism against D-cysteine	dcyD	GO:0000096,GO:0000098,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006534,GO:0006790,GO:0006791,GO:0006807,GO:0006950,GO:0007154,GO:0008144,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009069,GO:0009071,GO:0009093,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0010438,GO:0016054,GO:0016829,GO:0016846,GO:0016848,GO:0019148,GO:0019149,GO:0019447,GO:0019478,GO:0019752,GO:0019842,GO:0030170,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0036094,GO:0042594,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044273,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046395,GO:0046416,GO:0046438,GO:0048037,GO:0050662,GO:0050896,GO:0051716,GO:0070279,GO:0071496,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	4.4.1.15	ko:K05396	ko00270,map00270	-	R01874	RC00382	ko00000,ko00001,ko01000	-	-	iSFV_1184.SFV_1963,iSF_1195.SF1962,iSFxv_1172.SFxv_2191,iS_1188.S2058	PALP
lcl|NZ_CM127331.1_prot_WP_128696393.1_1914	571.MC52_26295	1.74e-146	414.0	COG0765@1|root,COG0765@2|Bacteria,1QN80@1224|Proteobacteria,1RR3B@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	amino acid ABC transporter	yecS	GO:0000099,GO:0000101,GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0006791,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015179,GO:0015184,GO:0015318,GO:0015711,GO:0015804,GO:0015807,GO:0015811,GO:0015849,GO:0016020,GO:0022857,GO:0034220,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0072348,GO:0072349,GO:0098656,GO:1901682,GO:1902475,GO:1903825,GO:1905039	-	ko:K02029,ko:K10009	ko02010,map02010	M00234,M00236	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.3,3.A.1.3.10,3.A.1.3.14	-	iJN746.PP_0226	BPD_transp_1
lcl|NZ_CM127331.1_prot_WP_004852203.1_1915	571.MC52_26290	2.68e-173	484.0	COG1126@1|root,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,1RMX1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	(ABC) transporter	yecC	GO:0000099,GO:0000101,GO:0000166,GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008144,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015179,GO:0015184,GO:0015318,GO:0015711,GO:0015804,GO:0015807,GO:0015811,GO:0015849,GO:0016020,GO:0017076,GO:0022857,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034220,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0072348,GO:0072349,GO:0097159,GO:0097367,GO:0098656,GO:1901265,GO:1901363,GO:1901682,GO:1902475,GO:1903825,GO:1905039	3.6.3.21	ko:K02028,ko:K02029,ko:K10004,ko:K10010,ko:K10038,ko:K16960	ko02010,ko02020,map02010,map02020	M00227,M00230,M00234,M00236,M00585	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.3,3.A.1.3.10,3.A.1.3.13,3.A.1.3.14,3.A.1.3.19,3.A.1.3.2,3.A.1.3.4	-	-	ABC_tran
lcl|NZ_CM127331.1_prot_WP_014229875.1_1916	571.MC52_26285	1.34e-177	494.0	COG2771@1|root,COG2771@2|Bacteria,1N6UR@1224|Proteobacteria,1T1HQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Transcriptional	sdiA	-	-	ko:K07782,ko:K15852,ko:K18099,ko:K19734	ko02020,ko02024,ko02025,ko02026,map02020,map02024,map02025,map02026	M00644	-	-	ko00000,ko00001,ko00002,ko03000	-	-	-	Autoind_bind,GerE
lcl|NZ_CM127331.1_prot_WP_004122104.1_1917	571.MC52_26280	6.32e-42	137.0	2E5U3@1|root,330IE@2|Bacteria,1N71V@1224|Proteobacteria,1SCS7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2594)	yecF	-	-	-	-	-	-	-	-	-	-	-	DUF2594
lcl|NZ_CM127331.1_prot_WP_004122102.1_1918	571.MC52_26275	8.04e-150	422.0	COG2197@1|root,COG2197@2|Bacteria,1MWGM@1224|Proteobacteria,1RQ1J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	response regulator	uvrY	GO:0000156,GO:0000160,GO:0003674,GO:0007154,GO:0007165,GO:0008150,GO:0009987,GO:0023052,GO:0035556,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0060089,GO:0065007	-	ko:K07689	ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111	M00475	-	-	ko00000,ko00001,ko00002,ko02022	-	-	-	GerE,Response_reg
lcl|NZ_CM127331.1_prot_WP_004852196.1_1919	571.MC52_26270	0.0	1198.0	COG0322@1|root,COG0322@2|Bacteria,1MV38@1224|Proteobacteria,1RNGV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision	uvrC	GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009314,GO:0009380,GO:0009381,GO:0009628,GO:0009987,GO:0016787,GO:0016788,GO:0032991,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1902494,GO:1905347,GO:1905348,GO:1990391	-	ko:K03703	ko03420,map03420	-	-	-	ko00000,ko00001,ko03400	-	-	-	GIY-YIG,HHH,HHH_2,HHH_5,UVR,UvrC_HhH_N
lcl|NZ_CM127331.1_prot_WP_004122100.1_1920	571.MC52_26265	6.6e-129	366.0	COG0558@1|root,COG0558@2|Bacteria,1RCZ7@1224|Proteobacteria,1S465@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	pgsA	GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008444,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0031224,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044464,GO:0045017,GO:0046474,GO:0046486,GO:0071704,GO:0071944,GO:0090407,GO:1901576	2.7.8.41,2.7.8.5	ko:K00995,ko:K08744	ko00564,ko01100,map00564,map01100	-	R01801,R02030	RC00002,RC00017,RC02795	ko00000,ko00001,ko01000	-	-	iAF1260.b1912,iAPECO1_1312.APECO1_954,iB21_1397.B21_01866,iBWG_1329.BWG_1721,iE2348C_1286.E2348C_2030,iEC042_1314.EC042_2073,iEC55989_1330.EC55989_2132,iECABU_c1320.ECABU_c21710,iECBD_1354.ECBD_1731,iECB_1328.ECB_01877,iECDH10B_1368.ECDH10B_2053,iECDH1ME8569_1439.ECDH1ME8569_1852,iECD_1391.ECD_01877,iECED1_1282.ECED1_2177,iECH74115_1262.ECH74115_2684,iECIAI1_1343.ECIAI1_1996,iECIAI39_1322.ECIAI39_1143,iECNA114_1301.ECNA114_2003,iECO103_1326.ECO103_2168,iECO111_1330.ECO111_2492,iECO26_1355.ECO26_2804,iECOK1_1307.ECOK1_2029,iECP_1309.ECP_1852,iECS88_1305.ECS88_1966,iECSF_1327.ECSF_1764,iECSP_1301.ECSP_2516,iECUMN_1333.ECUMN_2204,iECs_1301.ECs2650,iETEC_1333.ETEC_2020,iEcDH1_1363.EcDH1_1734,iEcE24377_1341.EcE24377A_2145,iEcHS_1320.EcHS_A2010,iEcSMS35_1347.EcSMS35_1271,iEcolC_1368.EcolC_1727,iG2583_1286.G2583_2363,iJO1366.b1912,iJR904.b1912,iLF82_1304.LF82_1635,iNRG857_1313.NRG857_09550,iSDY_1059.SDY_1106,iSSON_1240.SSON_1206,iSbBS512_1146.SbBS512_E1039,iUMN146_1321.UM146_07620,iUMNK88_1353.UMNK88_2386,iUTI89_1310.UTI89_C2113,iY75_1357.Y75_RS10025,iYL1228.KPN_02410,iZ_1308.Z3000,ic_1306.c2325	CDP-OH_P_transf
lcl|NZ_CM127331.1_prot_WP_014838847.1_1921	571.MC52_26245	6.45e-208	575.0	COG0329@1|root,COG0329@2|Bacteria,1MU77@1224|Proteobacteria,1RS30@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EM	Belongs to the DapA family	-	-	4.3.3.7	ko:K01714	ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R10147	RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
lcl|NZ_CM127331.1_prot_WP_014229873.1_1922	571.MC52_26240	1.02e-163	457.0	COG3012@1|root,COG3318@1|root,COG3012@2|Bacteria,COG3318@2|Bacteria,1R4KR@1224|Proteobacteria,1RRDM@1236|Gammaproteobacteria	1236|Gammaproteobacteria	C	Belongs to the UPF0149 family	yecA	-	-	ko:K07039	-	-	-	-	ko00000	-	-	-	SEC-C,UPF0149
lcl|NZ_CM127331.1_prot_WP_032750415.1_1923	571.MC52_26235	2.8e-277	759.0	COG0814@1|root,COG0814@2|Bacteria,1N35H@1224|Proteobacteria,1RNNC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	E	amino acid	tyrP	GO:0003333,GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0015291,GO:0015293,GO:0015711,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1903825,GO:1905039	-	ko:K03834	-	-	-	-	ko00000,ko02000	2.A.42.1.1	-	iECUMN_1333.ECUMN_2202	Trp_Tyr_perm
lcl|NZ_CM127331.1_prot_WP_004852186.1_1924	571.MC52_26230	4.41e-51	161.0	2E9BS@1|root,333JI@2|Bacteria,1N09N@1224|Proteobacteria,1SA8V@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2492)	yecH	-	-	-	-	-	-	-	-	-	-	-	DUF2492
lcl|NZ_CM127331.1_prot_WP_004852185.1_1925	571.MC52_26225	1.94e-115	330.0	COG1528@1|root,COG1528@2|Bacteria,1R9ZC@1224|Proteobacteria,1RYVB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Iron-storage protein	ftnA	GO:0003674,GO:0003824,GO:0004322,GO:0005488,GO:0005506,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006873,GO:0006875,GO:0006879,GO:0006880,GO:0006950,GO:0006974,GO:0006979,GO:0008150,GO:0008152,GO:0008199,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016491,GO:0016722,GO:0016724,GO:0019725,GO:0030003,GO:0033554,GO:0042221,GO:0042592,GO:0042802,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0051179,GO:0051235,GO:0051238,GO:0051641,GO:0051651,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0071241,GO:0071248,GO:0071281,GO:0097577,GO:0098771	1.16.3.2	ko:K02217	-	-	-	-	ko00000,ko01000	-	-	-	Ferritin
lcl|NZ_CM127331.1_prot_WP_014229871.1_1926	571.MC52_26220	3.87e-154	432.0	COG0698@1|root,COG0698@2|Bacteria,1MWIB@1224|Proteobacteria,1RPEG@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	isomerase	Z012_03465	-	5.3.1.26,5.3.1.6	ko:K01808,ko:K01819	ko00030,ko00051,ko00052,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00052,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01056,R03240,R09030	RC00376,RC00434	ko00000,ko00001,ko00002,ko01000	-	-	-	DUF3666,LacAB_rpiB
lcl|NZ_CM127331.1_prot_WP_032750412.1_1927	571.MC52_26215	0.0	902.0	COG0477@1|root,COG2814@2|Bacteria,1MUDA@1224|Proteobacteria,1RP1M@1236|Gammaproteobacteria	1236|Gammaproteobacteria	EGP	Major facilitator superfamily	hsrA_1	-	-	-	-	-	-	-	-	-	-	-	MFS_1,MFS_3,TRI12
lcl|NZ_CM127331.1_prot_WP_014229869.1_1928	1073999.BN137_3295	9.15e-13	61.2	2DTJI@1|root,33KNA@2|Bacteria,1NQB4@1224|Proteobacteria,1SHVT@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
lcl|NZ_CM127331.1_prot_WP_014229868.1_1929	571.MC52_26210	5.66e-49	156.0	2CJJE@1|root,32SA5@2|Bacteria,1MZGJ@1224|Proteobacteria,1S9UW@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Protein of unknown function (DUF2766)	yecJ	-	-	-	-	-	-	-	-	-	-	-	DUF2766
lcl|NZ_CM127331.1_prot_WP_014229867.1_1930	571.MC52_26205	0.0	976.0	COG2211@1|root,COG2211@2|Bacteria,1MWT1@1224|Proteobacteria,1RMID@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Major Facilitator	-	-	-	ko:K03292,ko:K16210	-	-	-	-	ko00000,ko02000	2.A.2,2.A.2.5	-	-	MFS_2
lcl|NZ_CM127331.1_prot_WP_032720337.1_1931	571.MC52_26200	6.23e-113	324.0	COG1528@1|root,COG1528@2|Bacteria,1RDH6@1224|Proteobacteria,1S4UV@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Iron-storage protein	ftnB	GO:0003674,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006873,GO:0006875,GO:0006879,GO:0006880,GO:0008150,GO:0009987,GO:0019725,GO:0030003,GO:0042592,GO:0043167,GO:0043169,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0046914,GO:0046916,GO:0048878,GO:0050801,GO:0051179,GO:0051235,GO:0051238,GO:0051641,GO:0051651,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0065007,GO:0065008,GO:0097577,GO:0098771	-	ko:K02255	-	-	-	-	ko00000	-	-	-	Ferritin
lcl|NZ_CM127331.1_prot_WP_032693589.1_1932	571.MC52_26195	1.01e-129	368.0	COG0693@1|root,COG0693@2|Bacteria,1P4JD@1224|Proteobacteria,1RZ4J@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Thij pfpi	yajL_1	-	-	-	-	-	-	-	-	-	-	-	DJ-1_PfpI
lcl|NZ_CM127331.1_prot_WP_014229864.1_1933	571.MC52_26190	2.72e-236	649.0	COG1879@1|root,COG1879@2|Bacteria,1MVDG@1224|Proteobacteria,1RMBR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	l-arabinose-binding periplasmic protein	araF	GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005575,GO:0005623,GO:0006810,GO:0008150,GO:0008643,GO:0015144,GO:0015145,GO:0015399,GO:0015405,GO:0015407,GO:0015749,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0030246,GO:0030288,GO:0030313,GO:0031975,GO:0034219,GO:0036094,GO:0042597,GO:0042623,GO:0042626,GO:0043211,GO:0043492,GO:0044464,GO:0048029,GO:0051119,GO:0051179,GO:0051234,GO:0055085,GO:0071702	-	ko:K10537	ko02010,map02010	M00213	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.2	-	iECIAI39_1322.ECIAI39_1152,iECOK1_1307.ECOK1_2016,iECP_1309.ECP_1842,iECS88_1305.ECS88_1956,iECSE_1348.ECSE_2133,iLF82_1304.LF82_0110,iNRG857_1313.NRG857_09510,iUMN146_1321.UM146_07665	Peripla_BP_1
lcl|NZ_CM127331.1_prot_WP_014229863.1_1934	571.MC52_26185	0.0	987.0	COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,1RSMB@1236|Gammaproteobacteria	1236|Gammaproteobacteria	P	Part of the ABC transporter complex AraFGH involved in arabinose import. Responsible for energy coupling to the transport system	araG	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0044424,GO:0044444,GO:0044464,GO:0071944	3.6.3.17	ko:K10441,ko:K10539	ko02010,map02010	M00212,M00213	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19,3.A.1.2.2	-	iSSON_1240.SSON_1218	ABC_tran
lcl|NZ_CM127331.1_prot_WP_004852169.1_1935	571.MC52_26180	1.31e-218	605.0	COG1172@1|root,COG1172@2|Bacteria,1MVN9@1224|Proteobacteria,1RPYE@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Belongs to the binding-protein-dependent transport system permease family	araH	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0016021,GO:0031224,GO:0044425,GO:0044464,GO:0071944	-	ko:K10440,ko:K10538	ko02010,map02010	M00212,M00213	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.2.1,3.A.1.2.13,3.A.1.2.19,3.A.1.2.2	-	iUMNK88_1353.UMNK88_2369	BPD_transp_2
lcl|NZ_CM127331.1_prot_WP_014229862.1_1936	571.MC52_26175	2.24e-194	538.0	COG1877@1|root,COG1877@2|Bacteria,1RGY2@1224|Proteobacteria,1RNIQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Removes the phosphate from trehalose 6-phosphate to produce free trehalose	otsB	GO:0000287,GO:0003674,GO:0003824,GO:0004805,GO:0005488,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0008150,GO:0008152,GO:0009058,GO:0009266,GO:0009311,GO:0009312,GO:0009409,GO:0009628,GO:0009987,GO:0016051,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019203,GO:0033554,GO:0034637,GO:0042578,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0046351,GO:0046872,GO:0050896,GO:0051716,GO:0070413,GO:0070415,GO:0070417,GO:0071704,GO:1901576	3.1.3.12	ko:K01087	ko00500,ko01100,map00500,map01100	-	R02778	RC00017	ko00000,ko00001,ko01000	-	-	iE2348C_1286.E2348C_2018,iECED1_1282.ECED1_2163,iECIAI39_1322.ECIAI39_1155,iECS88_1305.ECS88_1952,iLF82_1304.LF82_1582,iNRG857_1313.NRG857_09495	Trehalose_PPase
lcl|NZ_CM127331.1_prot_WP_014229861.1_1937	571.MC52_26170	0.0	971.0	COG0380@1|root,COG0380@2|Bacteria,1MUIY@1224|Proteobacteria,1RNG7@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Probably involved in the osmoprotection via the biosynthesis of trehalose. Catalyzes the transfer of glucose from UDP-glucose (UDP-Glc) to D-glucose 6-phosphate (Glc-6-P) to form trehalose-6-phosphate. Acts with retention of the anomeric configuration of the UDP-sugar donor	otsA	GO:0003674,GO:0003824,GO:0003825,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005984,GO:0005991,GO:0005992,GO:0006793,GO:0006796,GO:0006950,GO:0006970,GO:0006974,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009266,GO:0009311,GO:0009312,GO:0009409,GO:0009628,GO:0009987,GO:0016051,GO:0016311,GO:0016740,GO:0016757,GO:0016758,GO:0016787,GO:0016788,GO:0016791,GO:0033554,GO:0034637,GO:0035251,GO:0042578,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0046527,GO:0050896,GO:0051716,GO:0070413,GO:0070415,GO:0070417,GO:0071704,GO:1901576	2.4.1.15,2.4.1.347	ko:K00697	ko00500,ko01100,map00500,map01100	-	R02737	RC00005,RC00049,RC02748	ko00000,ko00001,ko01000,ko01003	-	GT20	iECs_1301.ECs2604,iZ_1308.Z2949	Glyco_transf_20
lcl|NZ_CM127331.1_prot_WP_004852164.1_1938	571.MC52_26165	4.64e-96	280.0	COG0589@1|root,COG0589@2|Bacteria,1N4C6@1224|Proteobacteria,1S41H@1236|Gammaproteobacteria	1236|Gammaproteobacteria	T	Required for resistance to DNA-damaging agents	uspC	GO:0003674,GO:0005198,GO:0005488,GO:0005515,GO:0006950,GO:0006970,GO:0007154,GO:0008150,GO:0009267,GO:0009314,GO:0009411,GO:0009416,GO:0009605,GO:0009628,GO:0009651,GO:0009987,GO:0009991,GO:0031667,GO:0031668,GO:0031669,GO:0032947,GO:0033554,GO:0034644,GO:0042594,GO:0050896,GO:0051716,GO:0071214,GO:0071478,GO:0071482,GO:0071496,GO:0104004	-	ko:K14064	-	-	-	-	ko00000	-	-	-	Usp
lcl|NZ_CM127331.1_prot_WP_009652039.1_1940	571.MC52_26160	0.0	1007.0	COG2211@1|root,COG2211@2|Bacteria,1MWT1@1224|Proteobacteria,1RMID@1236|Gammaproteobacteria	1236|Gammaproteobacteria	G	Major Facilitator	-	-	-	ko:K03292,ko:K16210	-	-	-	-	ko00000,ko02000	2.A.2,2.A.2.5	-	-	MFS_2
lcl|NZ_CM127331.1_prot_WP_014229860.1_1941	571.MC52_26155	3.07e-287	783.0	COG4225@1|root,COG4225@2|Bacteria,1MU2J@1224|Proteobacteria,1RR65@1236|Gammaproteobacteria	1236|Gammaproteobacteria	S	Glycosyl Hydrolase Family 88	yesR	-	3.2.1.172	ko:K15532	-	-	-	-	ko00000,ko01000	-	GH105	-	Glyco_hydro_88
